id,name,description,department,department_tags,template_id,training_page_id,from_name,from_email,timezone,notification_emails,start_date,end_date,status,target_count,open_count,click_count,submit_count,fiscal_year,fiscal_quarter,week_of_year,created_at,training_link_token,report_capture_inbox_file_key,report_capture_email_file_key,report_capture_malicious_file_key,report_capture_training_file_key,send_validation_error,tenant_id,smtp_account_id
c9ba25fd-53dd-45f8-8fea-0e324dcf1e22,ai이미지 테스트,,개발부,"{개발부,""개발부 > 2팀""}",2088f03a-7ed4-4487-9a71-052b51832525,4ec06d8d-9400-415f-824a-adef6dec352d,테스트팀,nayeong.ju@evriz.co.kr,Asia/Seoul,{},2026-03-24 08:07:00,2026-03-24 15:00:00,완료,2,1,1,1,2026,1,{13},2026-03-24 08:08:00.642,5825474beef5ea9022e9fa783e4b3c5c,,,,,,tenant-local-001,753ae1a9-e744-4437-846f-5c343cd1e6c5
d350c8c0-97f8-4956-9e2d-308a9100ad9e,배송지 정보 불일치로 인한 반송 예정 안내,,개발부,"{개발부,""개발부 > 2팀"",보안팀,인사팀}",5cec74e6-845c-42e5-83dc-47be67344c48,6f14a493-5a52-4ddc-a302-7e7ecb39b313,테스트팀,nayeong.ju@evriz.co.kr,Asia/Seoul,{},2026-03-24 08:17:00,2026-03-25 01:09:38.62,완료,5,1,1,,2026,1,{13},2026-03-24 08:18:03.087,25d373898c654751aeb0cec27c8e3fd1,,,,,,tenant-local-001,753ae1a9-e744-4437-846f-5c343cd1e6c5
0f00eb65-87d2-4433-a1de-dd4483ab3153,2026년 q1 전사 분기훈련,모의훈련 전사 분기 훈련 진행 - 개발팀,개발부,"{개발부,""개발부 > 2팀""}",3a057173-ed0b-4a1e-b850-9b9f5c54d577,7678ebbd-c448-4828-b146-d4e94508d69b,정보보안팀,nayeong.ju@evriz.co.kr,Asia/Seoul,{},2026-03-04 05:50:22.776,2026-03-04 15:00:00,완료,2,0,0,0,2026,1,{10},2026-03-04 05:51:50.983,cf761387b3470938009ad148292e1d6f,tenants/tenant-local-001/reports/captures/0f00eb65-87d2-4433-a1de-dd4483ab3153/capture_inbox.png,tenants/tenant-local-001/reports/captures/0f00eb65-87d2-4433-a1de-dd4483ab3153/capture_email_body.png,tenants/tenant-local-001/reports/captures/0f00eb65-87d2-4433-a1de-dd4483ab3153/capture_malicious_page.png,tenants/tenant-local-001/reports/captures/0f00eb65-87d2-4433-a1de-dd4483ab3153/capture_training_page.png,,tenant-local-001,
f175ce94-4ea3-4bed-975d-1bc33eb12e72,2026년 상반기 보안교육 - 피싱 대응 기본 수칙,,개발부,"{개발부,""개발부 > 2팀""}",1e830a8a-692b-43f3-8a7b-9f5a0a1e83bd,04d7563f-85ec-40bf-8388-8dad3c4272c3,정보보안팀,nayeong.ju@evriz.co.kr,Asia/Seoul,{},2026-03-25 01:27:00,2026-03-25 01:32:40.046,완료,2,1,1,1,2026,1,{13},2026-03-25 01:32:33.222,f98d91cc56a50636b9817067d639c16b,,,,,,tenant-local-001,753ae1a9-e744-4437-846f-5c343cd1e6c5
a72d0326-98db-4ac9-9e6f-99c9c369ea72,2026년 상반기,,개발부,"{개발부,""개발부 > 2팀""}",235d2537-1a08-4925-8f72-4ee989f8e964,e2dd35b4-08c4-461d-be1d-6ad6cbcd0f6a,정보보안팀,nayeong.ju@evriz.co.kr,Asia/Seoul,{},2026-03-25 01:27:00,2026-03-25 01:27:00,임시,1,,,,2026,1,{13},2026-03-25 01:28:26.472,0314299001997d9de06e25b5ca4d3512,,,,,,tenant-local-001,753ae1a9-e744-4437-846f-5c343cd1e6c5
b458d6a1-4305-4a9d-b7b5-7964d48f0cca,배송지 정보 불일치로 인한 반송 예정 안내,,개발부,"{개발부,""개발부 > 2팀""}",f0535ee2-b911-4022-8db9-01d21a16a50e,8b825249-7b53-46c5-a6f2-101e71758d96,테스트팀,nayeong.ju@evriz.co.kr,Asia/Seoul,{},2026-03-20 05:14:00,2026-03-25 01:09:38.62,완료,3,1,1,1,2026,1,"{12,13}",2026-03-20 05:14:28.046,f897a80a540969668a93a83bec7ba022,,,,,,tenant-local-001,
1fa8d298-d5df-4285-ab6e-e57d65ff7000,test222222,,개발부,"{개발부,""개발부 > 2팀""}",1e830a8a-692b-43f3-8a7b-9f5a0a1e83bd,e2dd35b4-08c4-461d-be1d-6ad6cbcd0f6a,정보보안팀,nayeong.ju@evriz.co.kr,Asia/Seoul,{},2026-03-24 18:48:00,2026-03-25 01:09:38.62,완료,2,1,1,1,2026,1,{13},2026-03-24 18:48:23.68,2f5a9ab22efa5004120ae4d683264801,,,,,,tenant-local-001,753ae1a9-e744-4437-846f-5c343cd1e6c5
132a45e7-9889-4972-8890-9937e489cccb,배송 알림 피싱 훈련,,개발부,"{개발부,""개발부 > 2팀""}",1e830a8a-692b-43f3-8a7b-9f5a0a1e83bd,e2dd35b4-08c4-461d-be1d-6ad6cbcd0f6a,정보보안팀,nayeong.ju@evriz.co.kr,Asia/Seoul,{},2026-03-25 00:52:00,2026-03-25 01:09:38.62,완료,2,,,,2026,1,{13},2026-03-25 00:53:15.031,e533e438dec8d32cbcf66567df610ff8,,,,,,tenant-local-001,753ae1a9-e744-4437-846f-5c343cd1e6c5
0b97967e-125b-4a48-881e-26c1aee6412f,[중요 알림] 배송 지연 안내 및 정보 확인 요청,,개발부,"{개발부,""개발부 > 2팀""}",1e830a8a-692b-43f3-8a7b-9f5a0a1e83bd,e2dd35b4-08c4-461d-be1d-6ad6cbcd0f6a,테스트팀,nayeong.ju@evriz.co.kr,Asia/Seoul,{},2026-03-24 19:00:00,2026-03-25 01:09:38.62,완료,3,1,1,1,2026,1,{13},2026-03-24 19:00:38.768,445cd6a77517158f85944a252b74f2b4,,,,,,tenant-local-001,753ae1a9-e744-4437-846f-5c343cd1e6c5
0d8d3041-23d4-42fc-946f-4bf0b803326e,2026년 상반기 보안교육,,개발부,"{개발부,""개발부 > 2팀"",보안팀,인사팀}",235d2537-1a08-4925-8f72-4ee989f8e964,e2dd35b4-08c4-461d-be1d-6ad6cbcd0f6a,테스트팀,nayeong.ju@evriz.co.kr,Asia/Seoul,{},2026-03-25 01:21:00,2026-03-25 01:32:40.046,완료,5,1,1,1,2026,1,{13},2026-03-25 01:21:37.652,09beb17dfbb70505e4cf4e144dd514e5,,,,,,tenant-local-001,753ae1a9-e744-4437-846f-5c343cd1e6c5
a9c1ca39-a116-4ca1-b302-74de523606a5,모의 악성메일 훈련 결과 안내,,개발부,{개발부},9f68ee2a-7730-4fdc-9ea5-a5dfacc65116,8b825249-7b53-46c5-a6f2-101e71758d96,정보보안팀,nayeong.ju@evriz.co.kr,Asia/Seoul,{},2026-01-08 01:32:52.753,2026-01-14 01:32:52.753,완료,5,,,,2026,1,"{2,3}",2026-01-07 03:17:31.85,10c0d4697f0da80c0bbcb0c2a4a2f9a9,tenants/tenant-local-001/reports/captures/a9c1ca39-a116-4ca1-b302-74de523606a5/capture_inbox.png,tenants/tenant-local-001/reports/captures/a9c1ca39-a116-4ca1-b302-74de523606a5/capture_email_body.png,tenants/tenant-local-001/reports/captures/a9c1ca39-a116-4ca1-b302-74de523606a5/capture_malicious_page.png,tenants/tenant-local-001/reports/captures/a9c1ca39-a116-4ca1-b302-74de523606a5/capture_training_page.png,,tenant-local-001,
f7c26f39-32e0-4974-94bf-b45ebe57473d,2026년 상반기 보안교육 - 피싱 대응 기본 수칙,,개발부,"{개발부,""개발부 > 2팀""}",758b48a9-d782-4b69-bbdc-3fed66f9b13d,7d6d42cc-fce7-4961-a8ef-001ddcf27250,정보보안팀,nayeong.ju@evriz.co.kr,Asia/Seoul,{},2026-03-25 05:21:00,2026-04-01 05:21:00,진행중,3,1,1,1,2026,1,"{13,14}",2026-03-25 05:21:57.869,c8249eefd632d8ea4f277e20455636cd,tenants/tenant-local-001/reports/captures/f7c26f39-32e0-4974-94bf-b45ebe57473d/capture_inbox.png,tenants/tenant-local-001/reports/captures/f7c26f39-32e0-4974-94bf-b45ebe57473d/capture_email_body.png,tenants/tenant-local-001/reports/captures/f7c26f39-32e0-4974-94bf-b45ebe57473d/capture_malicious_page.png,tenants/tenant-local-001/reports/captures/f7c26f39-32e0-4974-94bf-b45ebe57473d/capture_training_page.png,,tenant-local-001,753ae1a9-e744-4437-846f-5c343cd1e6c5
9d840afe-589a-403b-b9db-15cbba4458cf,2026년 상반기 보안교육 - 피싱 대응 기본 수칙,,개발부,"{개발부,""개발부 > 2팀""}",bfbb18ab-0fd1-4c1c-abc7-e7898f6f7f5b,d8138d64-3de1-4f04-be8d-bac6190097ac,정보보안팀,nayeong.ju@evriz.co.kr,Asia/Seoul,{},2026-03-25 01:27:00,2026-03-25 15:00:00,완료,2,1,1,1,2026,1,{13},2026-03-25 01:46:30.356,66e9e3d593c940f86d621c9ed6916f55,tenants/tenant-local-001/reports/captures/9d840afe-589a-403b-b9db-15cbba4458cf/capture_inbox.png,tenants/tenant-local-001/reports/captures/9d840afe-589a-403b-b9db-15cbba4458cf/capture_email_body.png,tenants/tenant-local-001/reports/captures/9d840afe-589a-403b-b9db-15cbba4458cf/capture_malicious_page.png,tenants/tenant-local-001/reports/captures/9d840afe-589a-403b-b9db-15cbba4458cf/capture_training_page.png,,tenant-local-001,753ae1a9-e744-4437-846f-5c343cd1e6c5
941495d3-a5fb-4a5c-b59f-1c75e59830cd,2026년 상반기 보안교육 - 피싱 대응 기본 수칙,,개발부,"{개발부,""개발부 > 2팀""}",5a9b1430-ffaf-4841-9a34-d7dd43a8c43c,fc739ddf-e97d-47cd-9cd8-8dc8d989bd9b,정보보안팀,nayeong.ju@evriz.co.kr,Asia/Seoul,{},2026-03-25 06:57:00,2026-04-01 06:57:00,진행중,3,1,1,1,2026,1,"{13,14}",2026-03-25 06:57:26.355,c41d40726ed6d1a471a50c9e4cc31f61,tenants/tenant-local-001/reports/captures/941495d3-a5fb-4a5c-b59f-1c75e59830cd/capture_inbox.png,tenants/tenant-local-001/reports/captures/941495d3-a5fb-4a5c-b59f-1c75e59830cd/capture_email_body.png,tenants/tenant-local-001/reports/captures/941495d3-a5fb-4a5c-b59f-1c75e59830cd/capture_malicious_page.png,tenants/tenant-local-001/reports/captures/941495d3-a5fb-4a5c-b59f-1c75e59830cd/capture_training_page.png,,tenant-local-001,753ae1a9-e744-4437-846f-5c343cd1e6c5
c34ce939-759a-4437-a254-833c54fa17a3,2026년 상반기 보안교육 - 피싱 대응 기본 수칙,,개발부,"{개발부,""개발부 > 2팀""}",6806040b-9d00-45a7-973f-2d83d31d96de,cdc19ea5-b36f-4263-b397-d02f659d6229,정보보안팀,nayeong.ju@evriz.co.kr,Asia/Seoul,{},2026-03-25 07:03:00,2026-04-01 07:03:00,진행중,3,1,1,1,2026,1,"{13,14}",2026-03-25 07:04:03.078,51dd7df3851d0a9a08d25b1dc6c212bb,tenants/tenant-local-001/reports/captures/c34ce939-759a-4437-a254-833c54fa17a3/capture_inbox.png,tenants/tenant-local-001/reports/captures/c34ce939-759a-4437-a254-833c54fa17a3/capture_email_body.png,tenants/tenant-local-001/reports/captures/c34ce939-759a-4437-a254-833c54fa17a3/capture_malicious_page.png,tenants/tenant-local-001/reports/captures/c34ce939-759a-4437-a254-833c54fa17a3/capture_training_page.png,,tenant-local-001,753ae1a9-e744-4437-846f-5c343cd1e6c5
